airport_code,airport_name,latitude,longitude
MMJ,Matsumoto Airport,36.16666667,137.9227778
MMK,Murmansk Airport,68.78166667,32.75111111
MML,Southwest Minnesota Regional-Marshall/Ryan Field,44.45166667,-95.82444444
MMM,Middlemount Airport,-22.8025,148.7047222
MMN,Minute Man Air Field,42.46055556,-71.51777778
MMP,Mompos Airport,9.25833333,-74.43833333
MMQ,Mbala Airport,-8.85805556,31.33444444
MMT,McEntire Jngb,33.92083333,-80.80111111
MMU,Morristown Municipal,40.79944444,-74.415
MMX,Malmo Airport,55.52888889,13.37111111
MMY,Miyako,24.78277778,125.295
MN1,Fosston Municipal,47.59277778,-95.77361111
MN2,Moose Lake Carlton County,46.41861111,-92.80472222
MN3,Ortonville Municipal-Martinson Field,45.30555556,-96.42444444
MNB,Muanda,-5.92972222,12.35277778
MNC,Nacala International,-14.48638889,40.7125
MNI,John A. Osborne,16.79138889,-62.19333333
MNK,Maiana Airport,1.00361111,173.0311111
MNL,Ninoy Aquino International,14.50861111,121.0194444
MNM,Menominee-Marinette Twin County,45.12666667,-87.63861111
MNN,Marion Municipal,40.61638889,-83.06333333
MNO,Manono Airport,-7.28861111,27.39333333
MNR,Mongu Airport,-15.25472222,23.16277778
MNS,Mansa Airport,-11.13805556,28.875
MNT,Minto Al Wright,65.14805556,-149.3686111
MNU,Mawlamyine Airport,16.44472222,97.66083333
MNX,Manicore Airport,-5.81111111,-61.27833333
MNZ,Manassas Regional/Harry P. Davis Field,38.72138889,-77.51555556
MO1,Midwest National Air Center,39.3325,-94.30972222
MO2,Washington Regional,38.5875,-90.99388889
MOA,Orestes Acosta,20.65388889,-74.92222222
MOB,Mobile Regional,30.69138889,-88.24277778
MOC,Mario Ribeiro,-16.70694444,-43.81888889
MOD,Modesto City-County-Harry Sham Field,37.62583333,-120.9544444
MOG,Mong Hsat Airport,20.51805556,99.25833333
MOL,Aro,62.74277778,7.26805556
MOM,Moudjeria Ledfotar,17.75,-12.5
MON,Mount Cook Airport,-43.76638889,170.135
MOP,Mount Pleasant Municipal,43.62166667,-84.73722222
MOQ,Morondava Airport,-20.28472222,44.3175
MOR,Moore-Murrell,36.17944444,-83.37555556
MOS,Moses Point Airport,64.69805556,-162.0572222
MOT,Minot International,48.25777778,-101.2780556
MOU,Mountain Village Airport,62.09472222,-163.6827778
MOW,Moscow Metropolitan Area,55.65555556,37.52222222
MOY,Monterrey Airport,4.87638889,-72.89972222
MOZ,Temae,-17.48333333,-149.7666667
MPB,Watson Island International,25.77833333,-80.17027778
ID2,Montpelier Airport,42.33611111,-111.2888889
MPJ,Petit Jean Park,35.13888889,-92.90916667
MPK,Mokpo Airport,34.75888889,126.38
MPL,Montpellier Mediterranee,43.58333333,3.96138889
MPM,Maputo Airport,-25.92083333,32.5725
MPN,Mount Pleasant Airport,-51.82277778,-58.44583333
MPO,Pocono Mountains Municipal,41.13777778,-75.38
MPR,McPherson Airport,38.3525,-97.69138889
MPS,Mount Pleasant Municipal,33.12861111,-94.97583333
MPT,Maliana Airport,-8.97222222,125.2147222
MPV,Edward F Knapp State,44.20361111,-72.56222222
MPX,Miyanmin Airport,-4.90111111,141.6244444
MQB,Macomb Municipal,40.52,-90.6525
MQJ,Indianapolis Regional,39.84361111,-85.89694444
MQL,Mildura Airport,-34.22916667,142.0855556
MQN,Rossvoll,66.36388889,14.30166667
MQP,Kruger Mpumalanga International,-25.38305556,31.10555556
MQQ,Moundou Airport,8.62888889,16.07444444
MQS,Mustique Airport,12.88805556,-61.18027778
MQT,Sawyer International,46.35361111,-87.39527778
MQX,Mek'ele Airport,13.46722222,39.53361111
MQY,Smyrna Airport,36.00888889,-86.52
MRA,Misurata International,32.32527778,15.06083333
MRB,Eastern WV Regional/Shepherd Field,39.40194444,-77.98472222
MRC,Maury County,35.55444444,-87.17916667
MRD,Alberto Carnevalli,8.58222222,-71.16111111
MRH,Beaufort Morehead City,34.73416667,-76.66027778
MRI,Merrill Field,61.21361111,-149.8447222
MRK,Marco Island Airport,25.995,-81.6725
MRN,Morganton Lenoir,35.83333333,-81.61666667
CCE,Grand Case Airport,18.1,-63.04722222
MRS,Marseille Provence,43.43666667,5.215
MRU,Sir Seewoosagur Ramgoolam International,-20.43027778,57.68361111
MRV,Mineralnyye Vody Airport,44.22666667,43.08305556
MRX,Del Caribe International,10.91666667,-63.98
MRY,Monterey Regional,36.58694444,-121.8430556
MRZ,Moree Airport,-29.49888889,149.8447222
MS1,Grenada Municipal,33.8325,-89.79805556
MSA,Muskrat Dam Airport,53.44138889,-91.76277778
MSC,Falcon Field,33.46083333,-111.7283333
MSE,Manston Airport,51.34222222,1.34611111
MSH,Masirah Airport,20.67527778,58.89055556
MSJ,Misawa AB,40.70333333,141.3683333
MSL,Northwest Alabama Regional,34.74527778,-87.61027778
MSN,Dane County Regional-Truax Field,43.14,-89.3375
MSO,Missoula International,46.91638889,-114.0905556
MSP,Minneapolis-St Paul International,44.88194444,-93.22166667
MSQ,Minsk 2,53.8825,28.03083333
MSS,Massena International-Richards Field,44.93611111,-74.845
MST,Maastricht Airport,50.91027778,5.76861111
MSU,Moshoeshoe I International,-29.46222222,27.5525
MSV,Sullivan County International,41.70166667,-74.795
MSW,Massawa International,15.67,39.37
MSY,Louis Armstrong New Orleans International,29.99333333,-90.25916667
MSZ,Yuri Gagarin,-15.20861111,12.16083333
MT1,Colstrip Airport,45.85277778,-106.7091667
MTC,Selfridge Angb,42.61388889,-82.83694444
MTD,Mount Sanford Station,-16.97833333,130.555
MTE,Monte Alegre Airport,-1.99583333,-54.07416667
MTH,The Florida Keys Marathon,24.72611111,-81.05138889
MTJ,Montrose Regional,38.50972222,-107.8941667
MTL,Maitland Airport,-32.70333333,151.4883333
MTM,Metlakatala,55.13333333,-131.5833333
MTN,Martin State,39.32555556,-76.41388889
MTO,Coles County Memorial,39.47777778,-88.28
MTP,Sky Portal,41.07666667,-71.92055556
MTR,Los Garzones,8.82361111,-75.82583333
MTS,Matsapha,-26.52888889,31.3075
MTT,Minatitlan Airport,18.10333333,-94.58055556
MTV,Mota Lava Airport,-13.81666667,167.7
MTW,Manitowoc County,44.12888889,-87.68055556
MTX,Metro Field,64.80666667,-147.7625
MTY,General Mariano Escobedo International,25.77861111,-100.1069444
MTZ,Israel Bar Yehuda,31.32833333,35.38861111
MUA,Munda Airport,-8.32722222,157.2616667
MUB,Maun Airport,-19.97055556,23.43111111
MUC,Munich Airport,48.35388889,11.78611111
MUE,Waimea-Kohala,20.00138889,-155.6680556
MUG,Mulege Airport,26.90555556,-111.9705556
MUH,Mersa Matruh Airport,31.32555556,27.22166667
MUL,Spence,31.13777778,-83.70416667
MUN,Maturin Airport,9.74916667,-63.15333333
MUO,Mountain Home AFB,43.04361111,-115.8725
MUR,Marudi Airport,4.17861111,114.3311111
MUT,Muscatine Municipal,41.36777778,-91.14833333
MUX,Multan International,30.20527778,71.41916667
MUZ,Musoma Airport,-1.5025,33.80194444
MVB,Mvengue Airport,-1.65611111,13.43805556
MVD,Carrasco International,-34.83833333,-56.03083333
MVF,Dixsept Rosado,-5.21666667,-37.23333333
MVJ,Marlboro,18.02166667,-77.49527778
MVL,Morrisville Stowe State,44.53472222,-72.61388889
MVM,Kayenta Airport,36.71638889,-110.2283333
MVN,Mount Vernon Airport,38.32333333,-88.85861111
MVR,Salak,10.45138889,14.25722222
MVW,Skagit Regional,48.47055556,-122.4216667
MVY,Martha's Vineyard Airport,41.39333333,-70.61388889
MWA,Williamson County Regional,37.755,-89.01111111
MWC,Lawrence J Timmerman,43.11027778,-88.03444444
MWD,Mianwali Airport,32.56305556,71.57055556
MWH,Grant County International,47.20861111,-119.3191667
MWL,Mineral Wells Airport,32.78166667,-98.06027778
MWM,Windom Municipal,43.91333333,-95.10944444
MWO,Middletown Regional/Hook Field,39.53194444,-84.39638889
MWQ,Magway,20.15361111,94.96861111
MWZ,Mwanza Airport,-2.44444444,32.93277778
MXB,Andi Jemma,-2.55805556,120.3244444
MXC,Monticello Airport,37.93722222,-109.3463889
MXE,Laurinburg-Maxton,34.79222222,-79.36583333
MXF,Maxwell AFB,32.38305556,-86.36583333
MXG,Marlboro Airport,42.34305556,-71.50888889
MXH,Moro Airport,-6.36333333,143.2380556
MXJ,Minna Airport,9.65222222,6.46222222
MXL,General Rodolfo Sanchez Taboada International,32.63055556,-115.2416667
MXP,Malpensa,45.63055556,8.72805556
MXS,Maota Airport,-13.7425,-172.2577778
MXT,Maintirano Airport,-18.05055556,44.03222222
MXX,Mora Airport,60.95777778,14.51138889
MXY,McCarthy Airport,61.43777778,-142.9025
MYA,Moruya Airport,-35.89777778,150.1444444
MYB,Mayumba Airport,-3.45833333,10.67666667
MYC,Maracay Airport,10.25,-67.6
MYD,Malindi Airport,-3.22944444,40.10166667
MYE,Miyake Jima Airport,34.07222222,139.56
MYF,Montgomery Field,32.81583333,-117.1394444
MYG,Mayaguana Airport,22.37944444,-73.01361111
MYH,Cliff Dwellers,36.73444444,-111.7527778
MYJ,Matsuyama Airport,33.82722222,132.6997222
MYK,May Creek Airport,61.33555556,-142.6866667
MYL,McCall Municipal,44.88861111,-116.1016667
MYP,Mary Airport,37.6225,61.89666667
MYR,Myrtle Beach International,33.67972222,-78.92833333
MYT,Myitkyina Airport,25.38277778,97.35277778
MYU,Mekoryuk Airport,60.37138889,-166.2705556
MYV,Yuba County,39.09777778,-121.5697222
MYW,Mtwara Airport,-10.33916667,40.18166667
MYY,Miri Airport,4.32194444,113.9869444
MZB,Mocimboa Da Praia Airport,-11.36166667,40.355
MZG,Ma Kung AB,23.56916667,119.6186111
MZI,Ambodedjo,14.51277778,-4.07944444
MZJ,Pinal Airpark,32.50972222,-111.3252778
MZK,Marakei Airport,1.98333333,173.6666667
MZL,La Nubia,5.03,-75.46527778
MZM,Metz-Nancy Metz-Frescaty,49.0725,6.13444444
MZN,Minj Airport,-5.90555556,144.6766667
MZO,Sierra Maestra,20.28805556,-77.08916667
MZR,Mazar I Sharif,36.70638889,67.21611111
MZT,General Rafael Buelna International,23.16138889,-106.2644444
MZZ,Marion Municipal,40.49,-85.67972222
N47,Pottstown Municipal,40.26027778,-75.67083333
N87,Trenton-Robbinsville,40.21388889,-74.60166667
NAA,Narrabri Airport,-30.31916667,149.8272222
NAD,Harriman-and-West,42.69611111,-73.17027778
NAG,Dr. Baba Saheb Ambedkar International,21.0975,79.04305556
NAK,Nakhon Ratchasima Airport,14.94944444,102.3127778
NAN,Nadi International,-17.755,177.4438889
NAO,Nanchong Airport,30.8,106.0666667
NAP,Capodichino,40.88444444,14.29083333
NAS,Lynden Pindling International,25.03888889,-77.46611111
NAT,Augusto Severo International,-5.90833333,-35.24916667
NAU,Napuka,-14.17666667,-141.2672222
NAZ,Nana,-10.67583333,162.205
NBA,Nambaiyufa Airport,-6.25,145.2333333
NBC,Begishevo,55.56472222,52.0925
NBG,New Orleans NAS JRB,29.82722222,-90.02666667
NBJ,Newburgh Airport,41.53333333,-72.04305556
BKK,Suvarnabhumi International,13.68083333,100.7477778
NBO,Nairobi Jomo Kenyatta International,-1.31666667,36.93138889
NBU,Glenview NAS,42.08333333,-87.81833333
NBW,Guantanamo Bay NS,19.90666667,-75.20694444
NC1,Gastonia Municipal,35.20277778,-81.15
NC2,Johnston County,35.54083333,-78.39027778
NC3,Shelby-Cleveland County Regional,35.25583333,-81.60083333
NC4,Currituck County Regional,36.4,-76.01555556
NC5,Duplin County,35,-77.98166667
NCA,North Caicos International,21.9175,-71.93972222
NCE,Nice Cote d'Azur,43.65833333,7.21583333
NCH,Nachingwea Airport,-10.35833333,38.78027778
NCI,Necocli Airport,8.45333333,-76.77888889
NCL,Newcastle Airport,55.03805556,-1.68972222
NCN,Chenega Bay,60.07861111,-147.9947222
NCO,Quonset State Air Reserve National Guard Helipad,41.59944444,-71.41666667
NCP,Cubi Point NAS,14.79444444,120.2713889
NCQ,Dobbins ARB,33.91527778,-84.51638889
NCS,Newcastle Airport,-27.77055556,29.97666667
NCT,Nicoya Airport,10.13944444,-85.44555556
NCU,Nukus Airport,42.48916667,59.62277778
NCY,Annecy Meythet,45.92916667,6.09888889
ND1,Robert Odegaard Field,46.64861111,-96.99888889
NDB,Nouadhibou Airport,20.93305556,-17.03
NDC,Nanded Airport,19.18138889,77.32555556
NDJ,Hassan Djamous,12.13361111,15.03388889
NDL,Ndele Airport,8.42694444,20.635
NDR,El Aroui International,34.98916667,-3.02777778
NDZ,Nordholz-Spieka,53.76694444,8.6425
NE1,Quinn Field,40.92555556,-100.1466667
NE2,Blair Municipal,41.41472222,-96.10888889
NEA,Glynco NAS,31.25055556,-81.47611111
NEG,Negril Airport,18.34194444,-78.33416667
NEL,Lakehurst/Maxfield Field,40.035,-74.35222222
NER,Neryungri Airport,56.9,124.8833333
NET,New Bight Airport,24.31527778,-75.45416667
NEU,Samneua,20.41833333,104.0661111
NEV,Vance Winkworth Amory,17.20555556,-62.59
NEW,Lakefront,30.0425,-90.02833333
NFL,Fallon NAS,39.41777778,-118.6986111
NGA,Young Airport,-34.25555556,148.2480556
NGB,Lishe,29.82666667,121.4619444
NGC,North Rim,36.18333333,-112.1333333
NGD,Auguste George,18.7275,-64.32888889
NGE,N'Gaoundere Airport,7.35694444,13.55916667
NGF,Kaneohe Bay MCAS,21.45055556,-157.7680556
NGM,Agana NAS,13.44972222,144.75
NKM,Nagoya Airport,35.25555556,136.9244444
NGP,Corpus Christi NAS,27.69277778,-97.29027778
NGS,Nagasaki Airport,32.91694444,129.9133333
NGU,Norfolk NS,36.9375,-76.28916667
NGZ,Alameda NAS,37.79055556,-122.3255556
NHA,Nha Trang,12.2275,109.1922222
NHD,Minhad AB,25.02694444,55.36638889
NHK,Patuxent River NAS,38.28638889,-76.41
NHT,RAF Northolt,51.55305556,-0.41833333
NHV,Nuku Hiva Fr.Poly.,-8.78333333,-140.1666667
NHZ,Brunswick Executive,43.89222222,-69.93888889
NIA,Nimba Airport,7.49361111,-8.58416667
NIB,Nikolai Airport,63.01861111,-154.3583333
NIC,Nicosia Airport,35.15555556,33.27333333
NIE,Niblack Airport,55.06666667,-132.1458333
NIG,Nikunau Airport,-1.31472222,176.4097222
NIM,Diori Hamani,13.48222222,2.18333333
NIN,Ninilchik Airport,60.02027778,-151.5894444
NIP,Jacksonville NAS,30.23388889,-81.675
NIT,Niort Airport,46.31666667,-0.45
NIX,Nioro Airport,15.23916667,-9.57638889
NJ1,Camden County,39.77833333,-74.94777778
NJ2,Eagles Nest,39.665,-74.3075
NJA,Atsugi NAF,35.45472222,139.45
NJC,Nizhnevartovsk Airport,60.94972222,76.48305556
NJK,El Centro NAF,32.82916667,-115.6716667
NKA,Nkan Airport,0.7,9.98333333
NKC,Nouakchott Airport,18.09777778,-15.94805556
NKG,Lukou,31.73222222,118.8630556
NKI,Naukiti Airport,55.875,-133.2208333
NGO,Chubu Centrair International,34.85833333,136.8052778
NKN,Nankina Airport,-5.83527778,146.4525
NKS,Nkongsamba Airport,4.935,9.93666667
NKT,Cherry Point MCAS,34.90083333,-76.88083333
NKV,Nichin Cove Seaplane Base,55.85,-133.2166667
NKW,Diego Garcia Nsf,-7.31333333,72.41111111
NKX,Miramar MCAS,32.86861111,-117.1430556
NLA,Ndola Airport,-12.99833333,28.665
NLC,Lemoore NAS,36.33305556,-119.9522222
NLD,Quetzalcoatl International,27.44333333,-99.57
NLG,Nelson Lagoon Airport,56.0075,-161.1602778
NLK,Norfolk Island Airport,-29.0425,167.9380556
NLO,N'Dolo,-4.32666667,15.32722222
NLP,Nelspruit Airport,-25.50083333,30.91361111
NLS,Nicholson Station,-18.05083333,128.8958333
NMC,Norman's Cay Airport,24.59638889,-76.81888889
NME,Nightmute Airport,60.46916667,-164.7041667
NMG,San Miguel Airport,8.45638889,-78.93416667
NNA,Kenitra Airport,34.30138889,-6.6
NNG,Wuxu,22.60861111,108.1755556
NNK,Naknek Airport,58.73472222,-157.0252778
NNL,Nondalton Airport,59.98027778,-154.8391667
NNU,Nanuque Airport,-17.82305556,-40.32972222
NNY,Nanyang East,32.98277778,112.6175
NOA,Nowra Airport,-34.94888889,150.5369444
NOC,Ireland West Airport Knock,53.91027778,-8.81861111
NOG,Nogales International,31.22777778,-110.9752778
NON,Nonouti Airport,-0.63972222,174.4277778
NOP,Nab,10.33333333,123.9
NOR,Nordfjordur Airport,65.13166667,-13.74694444
NOS,Fascene,-13.31222222,48.31472222
NOT,Gnoss Field,38.14361111,-122.5561111
NOU,Noumea La Tontouta,-22.01444444,166.2130556
NOV,Huambo Airport,-12.80888889,15.76055556
NPA,Pensacola NAS,30.35333333,-87.31805556
NPE,Napier Airport,-39.46972222,176.8672222
NPL,New Plymouth Airport,-39.00805556,174.1769444
NPT,Newport State,41.5325,-71.28222222
NQA,Millington Regional Jetport,35.35666667,-89.87055556
NQI,Kingsville NAS,27.50444444,-97.80833333
NQN,Presidente Peron,-38.94916667,-68.15583333
NQX,Key West NAS,24.57583333,-81.68888889
NQY,Newquay Airport,50.44083333,-4.99527778
NRA,Narrandera Airport,-34.70222222,146.5122222
NRB,Mayport NS,30.39138889,-81.42444444
NRI,Grand Lake Regional,36.5775,-94.86194444
NRK,Kungsangen,58.58583333,16.25055556
NRL,North Ronaldsay Airport,59.3675,-2.43444444
NRR,Roosevelt Roads NAS,18.24972222,-65.63555556
NRT,Narita International,35.76527778,140.3855556
NSA,Noosa Aust.,-26.38333333,153.15
NSB,North Seaplane Base,25.72916667,-79.28888889
NSE,Whiting Field NAS North,30.72416667,-87.02194444
NSF,Joint Base Andrews,38.81083333,-76.86694444
NSI,Yaounde Nsimalen,3.7225,11.55333333
NSL,NASA Shuttle Landing Facility,28.615,-80.69444444
NSN,Nelson Airport,-41.29694444,173.2241667
NSO,Scone Airport,-32.03722222,150.8322222
NST,Nakhon Si Thammarat Airport,8.53972222,99.94472222
NSY,Sigonella Airport,37.40166667,14.92222222
NT1,Snap Lake Mine/Debeers,63.585,-110.9
NTD,Point Mugu NAS,34.11916667,-119.1197222
NTE,Nantes Atlantique,47.15305556,-1.61083333
NTL,Williamtown,-32.795,151.8344444
NTN,Normanton Airport,-17.68361111,141.0702778
NTO,Santo Antao Airport,17.05,-25.16666667
NTQ,Noto,37.29333333,136.9622222
NTR,Del Norte International,25.86555556,-100.2372222
NTU,Oceana NAS,36.82277778,-76.03194444
NTY,Pilanesberg International,-25.33388889,27.17333333
NUE,Nurnberg,49.49861111,11.0775
NUG,Nuguria Airport,-3.40527778,154.7358333
NUI,Nuiqsut Airport,70.20972222,-151.0063889
NUL,Nulato Airport,64.72944444,-158.0741667
NUN,Saufley Field NOLF,30.46972222,-87.33805556
NUP,Nunapitchuk Airport,60.90611111,-162.4405556
NUQ,Moffett Federal Airfield,37.41611111,-122.0491667
NUW,Whidbey Island NAS,48.35194444,-122.6558333
NV1,Perkins Field,36.56805556,-114.4433333
NVA,Benito Salas,2.95055556,-75.29388889
NVD,Nevada Municipal,37.8525,-94.30472222
NVK,Narvik Airport,68.425,17.425
NVT,Ministro Victor Konder International,-26.87388889,-48.65055556
NWI,Norwich Airport,52.67583333,1.28277778
NXX,Willow Grove NAS JRB,40.19972222,-75.14805556
NY1,Kingston Ulster,41.98527778,-73.96444444
NY2,Oswego County,43.35083333,-76.38805556
NY3,F and F Airpark Inc,42.45,-75.01638889
NYC,New York City Metropolitan Area,40.72722222,-73.92666667
NYL,Yuma MCAS/Yuma International,32.65666667,-114.6058333
NYO,Skavsta,58.78861111,16.91222222
NYU,Bagan,21.17888889,94.93027778
NZC,Cecil,30.21888889,-81.87722222
NZJ,El Toro MCAS,33.6675,-117.7183333
NZW,South Weymouth NAS,42.14861111,-70.94027778
NZY,North Island NAS,32.69916667,-117.2152778
O85,Benton Field,40.57361111,-122.4072222
OAG,Orange Airport,-33.38166667,149.1330556
OAI,Bagram Airport,34.94583333,69.26583333
OAJ,Albert J Ellis,34.82916667,-77.61222222
OAK,Metropolitan Oakland International,37.72138889,-122.2211111
OAM,Oamaru Airport,-44.96694444,171.0813889
OAN,El Arrayan,15.50666667,-86.57527778
OAX,Xoxocotlan International,16.99861111,-96.72611111
OBC,Obock Airport,11.96833333,43.27888889
OBF,Oberpfaffenhofen Airport,48.08166667,11.28333333
OBO,Obihiro Airport,42.73361111,143.2175
OBS,Aubenas Airport,44.61666667,4.38333333
OBT,Garrett County,39.58083333,-79.33583333
OBU,Kobuk Airport,66.91222222,-156.8972222
OCE,Ocean City Municipal,38.31055556,-75.12388889
OCF,Ocala International-Jim Taylor Field,29.17194444,-82.22416667
OCH,A L Mangham Jr. Regional,31.57777778,-94.71
OCI,Thumb Bay,60.2,-147.8166667
OCJ,Boscobel,18.40055556,-76.96972222
OCN,Oceanside Municipal,33.21805556,-117.3513889
OCW,Warren Field,35.57055556,-77.04972222
ODA,Ouadda Airport,8.01055556,22.39805556
ODB,Cordoba Airport,37.84194444,-4.84888889
ODD,Oodnadatta Airport,-27.56,135.4452778
ODE,Odense Airport,55.47666667,10.33083333
ODM,Oakland Airport,39.40666667,-79.41388889
ODS,Odessa International,46.42694444,30.67638889
ODW,A.J. Eisenberg,48.25166667,-122.6736111
OEC,Oecusse Airport,-9.19805556,124.3447222
OER,Ornskoldsvik,63.40916667,18.98833333
OFF,Offutt AFB,41.11944444,-95.90861111
OFK,Norfolk Regional/Karl Stefan Memorial Field,41.98555556,-97.435
OFU,Ofu Airport,-14.18444444,-169.67
OGA,Searle Field,41.11944444,-101.7697222
OGB,Orangeburg Municipal,33.45694444,-80.85944444
OGD,Ogden-Hinckley,41.19555556,-112.0130556
OGG,Kahului Airport,20.89861111,-156.4305556
OGN,Yonaguni Airport,24.4675,122.9797222
OGS,Ogdensburg International,44.68194444,-75.46555556
OH1,Fayette County,39.57027778,-83.42055556
OH2,Bellefontaine Regional,40.37222222,-83.81916667
OH3,Ross County,39.44055556,-83.02305556
OH4,Union County,40.22472222,-83.35166667
OH5,Cincinnati - Blue Ash,39.24666667,-84.38888889
OH6,Portage County,41.21027778,-81.25166667
OH7,Kent State University,41.15138889,-81.415
OHA,Ohakea Airport,-40.20611111,175.3877778
OHC,Northeast Cape AFS,63.32638889,-168.9688889
OHD,Ohrid Airport,41.18,20.74222222
OHI,Oshakati Airport,-17.79694444,15.69944444
OHR,Wyk Auf Fohr Airport,54.68444444,8.52805556
OIC,Eaton,42.56638889,-75.52416667
OIM,Oshima,34.78194444,139.3602778
OIT,Oita Airport,33.47944444,131.7372222
OJC,Johnson County Executive,38.8475,-94.7375
OKA,Naha,26.19583333,127.6458333
OKC,Will Rogers World,35.39305556,-97.60083333
OKD,Okadama,43.11527778,141.3844444
OKJ,Okayama Airport,34.75694444,133.8552778
OKK,Kokomo Municipal,40.52805556,-86.05888889
OKN,Okondja Airport,-0.66638889,13.67388889
OKO,Yokota AB,35.74861111,139.3486111
OKR,Yorke Island Airport,-9.75333333,143.405
OKY,Oakey Airport,-27.41138889,151.7352778
OLA,Orland Airport,63.69888889,9.60388889
OLB,Olbia Costa Smeralda,40.89861111,9.5175
OLE,Cattaraugus County-Olean,42.24111111,-78.37138889
OLF,L. M. Clayton,48.09444444,-105.575
OLH,Old Harbor Airport,57.21833333,-153.2697222
OLI,Rif,64.91138889,-23.82305556
OLM,Olympia Regional,46.96944444,-122.9025
OLO,Olomouc Airport,49.5875,17.20583333
OLP,Olympic Dam Airport,-30.485,136.8766667
OLS,Nogales International,31.41777778,-110.8477778
OLU,Columbus Municipal,41.44861111,-97.34083333
OLV,Olive Branch Airport,34.97861111,-89.78694444
OMA,Eppley Airfield,41.30305556,-95.89416667
OMB,Omboue Airport,-1.58333333,9.26666667
OME,Nome Airport,64.5125,-165.4444444
OMH,Uromiyeh,37.66805556,45.06861111
OMK,Omak Airport,48.46444444,-119.5180556
OML,Omkalai Airport,-6.18555556,144.9583333
OMO,Mostar Airport,43.28277778,17.84583333
OMR,Oradea Airport,47.02527778,21.9025
OMS,Tsentralny,54.96722222,73.31027778
ONA,Winona Municipal/Max Conrad Field,44.07722222,-91.70833333
OND,Ondangwa Airport,-17.87861111,15.9525
ONG,Mornington Island Airport,-16.6625,139.1780556
ONH,Oneonta Municipal,42.52472222,-75.06444444
ONJ,Odate Noshiro Airport,40.19194444,140.3713889
ONL,The O'Neill Municipal-John L. Baker Field,42.46944444,-98.68777778
ONM,Socorro Municipal,34.0225,-106.9030556
ONN,Onion Bay Airport,58.06805556,-153.2538889
ONO,Ontario Municipal,44.01944444,-117.0130556
ONP,Newport Municipal,44.58027778,-124.0580556
ONT,Ontario International,34.05611111,-117.6011111
ONX,Enrique A Jimenez,9.36055556,-79.86722222
OOB,Cobol Alaska/Scaled/,57.48333333,-135.8666667
OOK,Toksook Bay,60.54138889,-165.0872222
OOL,Gold Coast Airport,-28.16444444,153.5047222
OOM,Cooma Airport,-36.30833333,148.9733333
OPF,Opa-locka Executive,25.9075,-80.27833333
OPH,Ophir Airport,63.14666667,-156.5311111
OPO,Porto Airport,41.24805556,-8.68111111
OQA,McDonald Lake Airport,55.93722222,-131.8127778
OQB,Bible Camp Airport,57.92638889,-156.0833333
OQC,Cinder River Lodge Airport,57.06666667,-157.8141667
OQF,Lemesurier Island Airport,58.28444444,-136.0847222
OQG,Tracy Arm Airport,57.91138889,-133.4022222
OQI,Vrems Airport,57.85694444,-157.0866667
OQK,Akolik Airport,68.98333333,-163.4455556
OQL,Mels Airport,56.23333333,-160.075
OQM,Meshik Airport,56.76666667,-158.0852778
OQN,Telaquana Lake Airport,60.95527778,-153.9075
OQO,Chelatna Lake Lodge Airport,62.43416667,-151.4147222
OQP,Pumice Airport,57.17833333,-157.7333333
OQQ,Points Alsworth,60.18333333,-154.3338889
OQR,Twin Lakes Airport,60.65277778,-154.0361111
OQS,Sandy Airport,56.23333333,-160.2258333
OQU,Waterkloof AFB,-25.83,28.2225
OQV,Shirleyville Airport,61.01361111,-151.4069444
OQW,Doug Carney Strip Airport,61.43416667,-157.05
OQX,Shisholik Airport,67,-162.8333333
OQY,Camp Sivinuvik,66.88333333,-161.4833333
OQZ,American Creek Airport,62.04333333,-158.2563889
OR1,Grants Pass Airport,42.51,-123.3880556
OR2,Siletz Bay State,44.87666667,-124.0286111
OR3,Florence Municipal,43.98277778,-124.1113889
ORB,Orebro Airport,59.2225,15.0375
ORC,Orocue Airport,4.79027778,-71.34833333
ORD,Chicago O'Hare International,41.97944444,-87.9075
ORF,Norfolk International,36.89472222,-76.20111111
ORG,Zorg en Hoop,5.81111111,-55.19222222
ORH,Worcester Regional,42.26722222,-71.87555556
ORI,Port Lions Airport,57.885,-152.8475
ORK,Cork Airport,51.84138889,-8.49111111
ORL,Executive,28.54555556,-81.33305556
ORN,Ahmed Benbella,35.62111111,-0.62472222
ORP,Orapa Airport,-21.26611111,25.31944444
ORT,Northway Airport,62.96111111,-141.9280556
ORU,Juan Mendoza,-17.95555556,-67.07583333
ORV,Robert/Bob/Curtis Memorial,66.8175,-161.0222222
ORY,Paris Orly,48.72527778,2.35944444
ORZ,Orange Walk Airport,18.06666667,-88.55
OSA,Osaka Metropolitan Area,34.60527778,135.3425
OSB,Grand Glaize - Osage Beach,38.11055556,-92.68055556
OSC,Oscoda-Wurtsmith,44.45166667,-83.39416667
OSD,Are Ostersund,63.19416667,14.50194444
OSH,Wittman Regional,43.98444444,-88.55694444
OSI,Osijek Airport,45.46277778,18.81027778
OSK,Oskarshamn Airport,57.35055556,16.49805556
OSL,Gardermoen,60.19388889,11.10027778
OSM,Mosul Airport,36.30583333,43.1475
OSN,Osan AB,37.09055556,127.0297222
OSP,Redzikowo,54.47861111,17.10416667
OSR,Mosnov,49.69611111,18.11083333
OST,Oostende,51.19888889,2.86222222
OSU,Ohio State University,40.07972222,-83.07305556
